iter	Passed	Remaining
452	1069	1292
453	1071	1289
454	1073	1285
455	1075	1283
456	1077	1279
457	1079	1277
458	1083	1277
459	1085	1274
460	1087	1271
461	1088	1268
462	1090	1265
463	1092	1261
464	1094	1258
465	1097	1257
466	1099	1255
467	1101	1252
468	1103	1248
469	1104	1245
470	1106	1242
471	1107	1239
472	1109	1236
473	1115	1238
474	1117	1235
475	1119	1232
476	1123	1232
477	1128	1232
478	1131	1230
479	1133	1228
480	1135	1225
481	1137	1222
482	1139	1219
483	1143	1219
484	1145	1216
485	1147	1213
486	1149	1210
487	1152	1209
488	1155	1207
489	1162	1209
490	1164	1207
491	1166	1204
492	1168	1202
493	1175	1204
494	1179	1203
495	1181	1200
496	1183	1197
497	1185	1194
498	1187	1191
499	1191	1191
500	1193	1188
501	1195	1185
502	1197	1182
503	1198	1179
504	1200	1176
505	1202	1173
506	1206	1173
507	1208	1170
508	1210	1167
509	1211	1164
510	1213	1161
511	1215	1158
512	1216	1155
513	1220	1153
514	1222	1151
515	1224	1148
516	1225	1145
517	1227	1142
518	1229	1139
519	1230	1136
520	1232	1133
521	1236	1132
522	1238	1129
523	1240	1126
524	1241	1123
525	1243	1120
526	1245	1117
527	1246	1114
528	1248	1111
529	1252	1110
530	1254	1107
531	1256	1105
532	1257	1102
533	1259	1099
534	1261	1096
535	1263	1093
536	1267	1092
537	1269	1089
538	1270	1087
539	1273	1084
540	1274	1081
541	1276	1078
542	1278	1075
543	1282	1075
544	1284	1072
545	1286	1069
546	1287	1066
547	1289	1063
548	1291	1060
549	1292	1057
550	1296	1056
551	1298	1053
552	1300	1051
553	1302	1048
554	1303	1045
555	1305	1042
556	1307	1039
557	1309	1036
558	1313	1036
559	1315	1033
560	1316	1030
561	1318	1027
562	1320	1024
563	1321	1021
564	1323	1019
565	1327	1017
566	1329	1015
567	1330	1012
568	1332	1009
569	1334	1006
570	1335	1003
571	1337	1000
572	1339	998
573	1343	997
574	1345	994
575	1347	991
576	1349	989
577	1351	986
578	1352	983
579	1354	981
580	1357	978
581	1358	976
582	1360	973
583	1362	970
584	1364	967
585	1365	964
586	1367	961
587	1370	960
588	1372	958
589	1374	955
590	1376	952
591	1378	949
592	1380	947
593	1381	944
594	1383	941
595	1387	940
596	1389	937
597	1391	935
598	1392	932
599	1394	929
600	1395	926
601	1397	923
602	1401	922
603	1403	920
604	1405	917
605	1407	914
606	1408	912
607	1410	909
608	1411	906
609	1413	903
610	1417	902
611	1419	899
612	1421	897
613	1422	894
614	1424	891
615	1426	889
616	1428	886
617	1431	885
618	1433	882
619	1435	879
620	1437	877
621	1438	874
622	1440	871
623	1442	869
624	1446	867
625	1448	865
626	1450	862
627	1451	860
628	1453	857
629	1455	854
630	1457	852
631	1458	849
632	1462	848
633	1464	845
634	1466	842
635	1467	840
636	1469	837
637	1471	834
638	1472	831
639	1474	829
640	1478	828
641	1480	825
642	1482	822
643	1483	820
644	1485	817
645	1486	814
646	1488	812
647	1492	810
648	1494	808
649	1496	805
650	1497	802
651	1499	800
652	1501	797
653	1503	795
654	1508	794
655	1510	791
656	1511	789
657	1513	786
658	1515	784
659	1516	781
660	1518	778
661	1522	777
662	1525	775
663	1527	772
664	1529	770
665	1531	768
666	1533	765
667	1538	764
668	1540	762
669	1542	759
670	1544	757
671	1545	754
672	1547	751
673	1549	749
674	1552	747
675	1554	744
676	1556	742
677	1557	739
678	1559	737
679	1561	734
680	1562	732
681	1564	729
682	1568	728
683	1570	725
684	1572	722
685	1573	720
686	1575	717
687	1577	715
688	1578	712
689	1580	710
690	1582	707
691	1584	705
692	1585	702
693	1587	700
694	1589	697
695	1590	694
696	1592	692
697	1596	690
698	1598	688
699	1599	685
700	1601	683
701	1603	680
702	1605	678
703	1607	675
704	1610	674
705	1612	671
706	1614	669
707	1616	666
708	1617	664
709	1619	661
710	1621	659
711	1623	656
712	1627	655
713	1629	652
714	1631	650
715	1632	647
716	1634	645
717	1636	642
718	1640	641
719	1642	638
720	1643	636
721	1645	633
722	1647	631
723	1648	628
724	1650	626
725	1652	623
726	1656	622
727	1658	619
728	1660	617
729	1661	614
730	1663	612
731	1665	609
732	1666	607
733	1668	604
734	1672	603
735	1674	600
736	1676	598
737	1677	595
738	1679	593
739	1681	590
740	1682	588
741	1687	586
742	1688	584
743	1690	581
744	1692	579
745	1693	576
746	1695	574
747	1697	571
748	1698	569
749	1703	567
750	1705	565
751	1706	562
752	1708	560
753	1710	557
754	1711	555
755	1713	553
756	1717	551
757	1719	548
758	1721	546
759	1723	544
760	1724	541
761	1726	539
762	1728	537
763	1733	535
764	1735	532
765	1736	530
766	1738	528
767	1740	525
768	1742	523
769	1743	520
770	1747	519
771	1749	516
772	1751	514
773	1752	511
774	1754	509
775	1756	506
776	1757	504
777	1759	502
778	1764	500
779	1766	498
780	1767	495
781	1769	493
782	1771	490
783	1772	488
784	1774	486
785	1778	484
786	1780	481
787	1782	479
788	1784	477
789	1785	474
790	1787	472
791	1789	469
792	1792	467
793	1794	465
794	1796	463
795	1797	460
796	1799	458
797	1801	455
798	1802	453
799	1804	451
800	1808	449
801	1810	446
802	1812	444
803	1814	442
804	1815	439
805	1817	437
806	1819	435
807	1823	433
808	1825	430
809	1827	428
810	1828	426
811	1830	423
812	1832	421
813	1833	419
814	1835	416
815	1839	414
816	1841	412
817	1843	410
818	1845	407
819	1847	405
820	1849	403
821	1850	400
822	1856	399
823	1858	397
824	1860	394
825	1862	392
826	1864	389
827	1866	387
828	1870	385
829	1872	383
830	1873	381
831	1875	378
832	1877	376
833	1878	373
834	1880	371
835	1884	369
836	1886	367
837	1887	364
838	1889	362
839	1891	360
840	1892	357
841	1894	355
842	1896	353
843	1900	351
844	1902	348
845	1903	346
846	1905	344
847	1907	341
848	1909	339
849	1911	337
850	1915	335
851	1917	333
852	1919	330
853	1921	328
854	1923	326
855	1924	323
856	1926	321
857	1930	319
858	1932	317
859	1933	314
860	1935	312
861	1937	310
862	1939	307
863	1940	305
864	1942	303
865	1946	301
866	1948	298
867	1950	296
868	1952	294
869	1953	291
870	1955	289
871	1956	287
872	1961	285
873	1962	282
874	1964	280
875	1966	278
876	1967	275
877	1969	273
878	1971	271
879	1972	268
880	1977	267
881	1979	264
882	1980	262
883	1982	260
884	1984	257
885	1985	255
886	1987	253
887	1991	251
888	1993	248
889	1995	246
890	1997	244
891	1999	242
892	2001	239
893	2003	237
894	2007	235
895	2010	233
896	2011	231
897	2013	228
898	2015	226
899	2016	224
900	2018	221
901	2023	219
902	2025	217
903	2026	215
904	2028	212
905	2030	210
906	2032	208
907	2037	206
908	2039	204
909	2043	202
910	2045	199
911	2047	197
912	2049	195
913	2053	193
914	2055	190
915	2057	188
916	2059	186
917	2062	184
918	2066	182
919	2069	179
920	2070	177
921	2072	175
922	2074	173
923	2076	170
924	2081	168
925	2084	166
926	2086	164
927	2088	162
928	2090	159
929	2092	157
930	2098	155
931	2100	153
932	2102	151
933	2104	148
934	2106	146
935	2110	144
936	2113	142
937	2115	139
938	2117	137
939	2118	135
940	2120	132
941	2121	130
942	2126	128
943	2128	126
944	2130	123
945	2131	121
946	2133	119
947	2135	117
948	2136	114
949	2140	112
950	2142	110
951	2144	108
952	2146	105
953	2147	103
954	2149	101
955	2151	99
956	2152	96
957	2157	94
958	2159	92
959	2160	90
960	2162	87
961	2163	85
962	2165	83
963	2167	80
964	2170	78
965	2172	76
966	2174	74
967	2175	71
968	2177	69
969	2179	67
970	2180	65
971	2182	62
972	2186	60
973	2188	58
974	2190	56
975	2192	53
976	2194	51
977	2196	49
978	2198	47
979	2202	44
980	2204	42
981	2206	40
982	2208	38
983	2211	35
984	2212	33
985	2216	31
986	2218	29
987	2220	26
988	2221	24
989	2223	22
990	2225	20
991	2226	17
992	2228	15
993	2232	13
994	2234	11
995	2236	8
996	2237	6
997	2239	4
998	2241	2
999	2242	0
